,isfake,title
6267,half-true,We expanded charter schools.
6268,half-true,Very few men outlive their own fertility.
6269,half-true,Our economy is so much stronger than when (Barack Obama and Joe Biden) took office. Nearly 15 million new private-sector jobs.
6270,pants-fire,Women own just 1 percent of the worlds land.
6271,true,Senator Clinton tried to spend $1 million on the Woodstock Concert Museum.
6272,pants-fire,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.
6273,pants-fire,Obamacare will question your sex life.
6274,true,Ive taken on the federal government and won.
6275,half-true,"The Democrats' health care bill ""gives a new Health Choices Commissioner the right to look at an individual's tax return to determine what medical benefits or subsidies that person qualifies for."""
6276,half-true,Says restoring Georgia pre-k to a 180-day program was a real result of his leadership.
6277,false,Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.
6278,pants-fire,The fact is voter fraud is rampant.
6279,true,Wisconsins non-discrimination law doesnt protect members of the trans-gender community.
6280,mostly-true,"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire."
6281,true,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin."
6282,mostly-true,When is a farm bill not a farm bill? When 90 percent of it is for food stamps.
6283,half-true,"Says most states, but not Texas, permit jurors to ask questions of witnesses in trials."
6284,mostly-true,President Obama is actually increasing Bush-era defense spending by $21 billion in the new fiscal year.
6285,half-true,Says 56 percentof (the U.S.-Mexico) border is not under our control.
6286,mostly-true,"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes (were) passed out to excuse striking union members."
6287,pants-fire,"Since Rep. John Boccieris election, Ohio has lost 600,000 jobs and his districts unemployment has doubled."
6288,half-true,I sponsored the amendment that expanded the hours of early voting so that people who have irregular work schedules could vote.
6289,mostly-true,"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined."
6290,false,"Obama plans ""a tax increase for everyone earning more than $42,000 a year."""
6291,true,"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree."
6292,mostly-true,Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.
6293,false,The payday loan industry does not exist in a state like Minnesota.
6294,barely-true,Heres the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.
6295,half-true,"Says Rep. Charlie Bass, R-NH voted to raise his own pay eight times"
6296,pants-fire,"Says Bruce Springsteen only had 8,000 tickets sold for a Greensboro show and canceled after they didnt get the ticket sales they wanted."
6297,barely-true,"In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress."
6298,mostly-true,"The state Legislature attempted to ""outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union."""
6299,barely-true,"TheCBO saysthe cost of health care reform will rise to $1.8 trillion, increasing the price to far greater than the $900 billion originallyprojected."
6300,true,"Hillary Clinton ""has the only health care plan that covers every American."""
6301,pants-fire,Says the national heath care reform is a government takeover of health care.
6302,true,"In 40 years of broadcast, I have never endorsed any candidate."
6303,pants-fire,There was serious voter fraud in Virginia.
6304,half-true,"In New York, your chances of getting murdered are 1 in 25,000. In Honduras, its 1 in 14."
6305,half-true,"Georgia spends in the top 10 nationally on education, yet, most of our education metrics hover in the bottom five."
6306,half-true,"Thanks to Washington, nearly everyone will pay more in taxes in 2013. Somehow people think its just the wealthy. Its not."
6307,false,"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television."
6308,false,The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett.
6309,barely-true,Mitt Romneys platform ...wont protect the mortgage interest (tax) deduction for middle-class families.
6310,mostly-true,"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country."
6311,barely-true,New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes.
6312,mostly-true,"Says David Rivera received a $5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading."
6313,true,Georgia has more illegal aliens than the state of Arizona.
6314,true,"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010."
6315,mostly-true,"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014."
6316,mostly-true,"The financial penalties imposed on gay couples can cost us more than $300,000 compared with married heterosexual couples over a lifetime."
6317,mostly-true,Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas.
6318,mostly-true,Nearly 46 million Americans don't have health insurance coverage today.
6319,half-true,Says Tommy Thompson pushed such strict laws that abortion providers faced potential life imprisonment and women were forced to cross state lines in order to receive attention for life-threatening issues.
6320,barely-true,"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again."
6321,half-true,"In fact, oil spills from tankers are far more common than the very rare leaks from rigs or pipelines."
6322,mostly-true,Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.
6323,mostly-true,"In her short time in the United States Senate, the senator from New York, Senator Clinton, got $500-million worth of pork barrel projects."
6324,half-true,"For several days in July of 2012, Greenland surface ice cover melted more than at any time in 30 years of satellite observation. During that month, an estimated 97% of the ice sheet thawed."
6325,half-true,More than 40 percent of sales nationally are made without background checks.
6326,false,On job creation numbers in the latest Start-Up NY report: This is a significant number of overcounts in the compilation that Ive looked at.
6327,true,"The omnibus spending bill has 9,427 pork barrel items."
6328,barely-true,"In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since."
6329,barely-true,SayPresident George W. Bush borrowed $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back.
6330,false,The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed.
6331,half-true,CEOs now earn 431 times what their workers earn.
6332,half-true,"When the auto industry was going under, car parts companies like Johnson Controls begged taxpayers for a bailout, and they got one."
6333,half-true,We cut taxes 24 times.
6334,true,Almost 1 million children ... have no health insurance in this state.
6335,half-true,"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One."
6336,false,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.
6337,half-true,Says his budget plan would cut our deficits by $4 trillion.
6338,barely-true,"Says I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door."
6339,false,This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.
6340,barely-true,Red light camera installed to promote public safety.
6341,false,"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour."
6342,barely-true,"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War."
6343,false,"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again."
6344,true,"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth."
6345,barely-true,Michelle Nunns foundation directed grants to an Islamic group tied to radical terrorists.
6346,barely-true,"As first lady, Clinton would travel to places that were ""too small, too poor or too dangerous"" for the president."
6347,true,Marijuana is less addictive than both alcohol and tobacco.
6348,mostly-true,70 percent of Americans believe that we are on the wrong path.
6349,half-true,Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise.
6350,false,Pam Bondi refuses to take a position on the gay-adoption ban.
6351,barely-true,"Under Obamacare, people who have a doctor theyve been seeing for the last 15 or 20 years, they wont be able to keep going to that doctor."
6352,half-true,Says Rick Perrys proposal on driver licenses and high school dropouts has been state law since 1989.
6353,mostly-true,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more."
6354,half-true,A statewide poll showing 76 percent support and other surveys are a strong indicator of broad public support in Milwaukee County for a $10.10 minimum wage
6355,mostly-true,HIV/AIDS is dramatically on the rise in the U.S. South.
6356,half-true,"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager..."
6357,half-true,"Our debt to GDP ratios, our deficit to GDP ratios are quickly approaching the countries we have been reading about for the last year and a half. We are not far behind Ireland, Greece, Portugal and Spain and all these countries we have been reading about."
6358,half-true,"By 12th grade, more than 3 out of 10 girls have been pregnant at least once."
6359,false,"The Iraq war has been ""our longest war."""
6360,half-true,"The United States is about to have the smallest Army since before WWII, the smallest Navy since WWI and the smallest Air Force ever."
6361,barely-true,[Federal] law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence.
6362,false,"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline."
6363,pants-fire,"When [Mitt Romney] was the governor of Massachusetts, he performed 100 and Im not sure this number is right, but my mind says its about 180 gay marriages."
6364,half-true,Illegal immigration costs Georgia $2.4 billion a year
6365,false,Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare.
6366,barely-true,Tom Barrett voted for the largest tax increase in history ... raising taxes on gas and Social Security.
6367,true,California is home to the largest death row populationin the Western Hemisphere.
6368,half-true,A private school tax break in the Wisconsin state budget is the most generous in the nation.
6369,half-true,"For every time the state gets paid a dollar in taxes (on gambling), somebody loses $6."
6370,false,Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.
6371,half-true,"For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it."
6372,true,"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges."
6373,mostly-true,"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world."
6374,false,Repealing the health care law would save $95 billion in 2016.
6375,true,A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.
6376,barely-true,Fifty percent of Americans will go hungry at some time in their lives.
6377,true,"Three years ago, John McCain said, ""Afghanistan we don't read about it anymore in papers because it succeeded."""
6378,barely-true,Poverty levels (are) at an all-time high.
6379,barely-true,"On ISIS, (Michael Bennet) chose the (Washington) insiders over our generals."
6380,true,"You know, Sen. McCain said the other day that we might have troops (in Iraq) for 100 years..."
6381,true,Says the state budget includes spending on commercials for Fortune 500 companies.
6382,false,"Says high-speed rail would have created 60,000 jobs."
6383,half-true,Says IBM leader told Obama that using IBM technology to cut fraud could pay for health care reform.
6384,mostly-true,"Since President Obama took office, 2 million jobs. Gone."
6385,barely-true,"Supported in-state tuition in Arkansas for illegal immigrants ""if you'd sat in our schools from the time you're 5 or 6 years old and you had become an A-plus student,"" among other things."
6386,true,"Health insurance premiums ""have almost doubled ... since 2000."""
6387,half-true,"Our economy could fall $1 trillion short of its full capacity, which translates into more than $12,000 in lost income for a family of four."
6388,mostly-true,"To pay for government growth, leaders of both parties borrowed $4 billion a day, leaving us with todays $14 trillion debt."
6389,mostly-true,"Says that except for Donald Trump, every other major party nominee for the past 40 years has released their tax returns."
6390,barely-true,"Senate Bill 1070, simply, just mirrors federal law."
6391,barely-true,I helped write the Affordable Care Act.
6392,false,Dolphins are rapists. Look it up.
6393,mostly-true,The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over.
6394,barely-true,Republicans are trying to impeach our president.
6395,half-true,Weve had a dramatic drop in violent crime since this law (stand your ground) has been in effect.
6396,half-true,My recommended budget includes $1 billion in new state funding for education.
6397,half-true,"The ""pay-as-you-go law ... was a big reason why we had record surpluses in the 1990s."""
6398,mostly-true,"In 1998, nearly half of Floridas fourth-graders were functionally illiterate. Today, 72% of them can read."
6399,barely-true,"In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later were nearly the highest."
6400,true,Proposed federal regulations would affect every streetsign in the country
6401,mostly-true,"There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant."
6402,true,"Scott Maddox is a ""lobbyist."""
6403,mostly-true,A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent.
6404,true,"Democrats have said that ""even one hearing (on the stimulus bill) would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions."""
6405,half-true,"Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi."
6406,true,"The National Science Foundation awarded $700,000 to fund a climate change musical."
6407,half-true,Obamas Environmental Protection Agency sent emails for Hispanic Heritage Month with a photo of Che Guevara.
6408,barely-true,Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead.
6409,false,Says that as Wisconsin governor he never raised taxes.
6410,true,"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state."
6411,true,Why didnt (uninsured Americans) buy insurance? Because of the expense.
6412,mostly-true,"Nearly 100,000 people get shot every year. Thats 270 people a day and 87 dead."
6413,half-true,"Congress just passed another huge, pork-filled spending bill. The Democrats allowed less than a day to read all 3,400 pages and stuffed it with nearly 10,000 earmarks costing about $10-billion dollars."
6414,mostly-true,This census is also the shortest and least intrusive count in modern history.
6415,false,Says Charlie Crist voted against minimum wage when he was in the Senate.
6416,pants-fire,Soldiers Donating to Tea Party Now Face Punishment Under the Uniform Code of Military Justice.
6417,barely-true,"[Renewable energy] projects . . . get us off foreign oil and away, step by step, from these foreign entanglements that we have to get into to defend our oil supply."
6418,true,I have disagreed strongly with the Bush administration on this issue of global warming.
6419,half-true,Says Donald Trump has saidhewould be neutral between Israel and its enemies.
6420,barely-true,Dave Brat said the best way to fix Social Security would be to give seniors back what they paid in and no more.
6421,pants-fire,The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.
6422,mostly-true,Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.
6423,mostly-true,In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.
6424,mostly-true,There are more poor people today as a percentage of our population than the 1970s.
6425,mostly-true,"Irans regime is responsible for more than 1,000 American casualties during the Iraq war and has plotted a terrorist attack here in our nations capital."
6426,true,Says taxes paid by the poorest residents of Texas are above the national average.
6427,barely-true,Says John Boehner changed his position on extending Bush tax cuts.
6428,half-true,New Jerseys poverty rate has increased since this governor took office and the number of New Jerseyans without health insurance has risen.
6429,barely-true,Obamas Clean Power Plan ... eliminates coal-fired power plants.
6430,barely-true,Estimates for adopting Obamacares Medicaid expansion show it will cost Virginia taxpayers $902 million through 2022.
6431,false,Obamacare already has caused millions of hardworking Virginians to lose their health insurance.
6432,false,More Tennesseans have hunting and fishing licenses than vote.
6433,half-true,The federal government regulates the holes in Swiss cheese.
6434,false,American troops have never been under the formal control of another nation.
6435,false,"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time."
6436,false,"We continue to see these isolated incidents of people trying to vote five, six times a day."
6437,true,Seven of the 10 highest-income counties in the country ring the city of Washington D.C.
6438,false,I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature.
6439,true,Says Texas is last in workers compensation coverage.
6440,mostly-true,"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm."
6441,false,Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states.
6442,half-true,"In the 2011 legislative session, DEQs budget was cut 18.5 percent a disproportionate cut compared to other natural resource agencies."
6443,true,"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have."
6444,mostly-true,Says the area damaged by Hurricane Sandy represents roughly 10 percent of our nations economy.
6445,half-true,$700 billion was robbed (from Medicare) to pay for Obamacare.
6446,half-true,DUI arrests dropped significantly in Tampa once Uber began operating here.
6447,true,"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges."
6448,false,On opposing any and all efforts to increase taxes.
6449,barely-true,Regulations on developers have thwarted construction on county-owned land in Milwaukees downtown Park East corridor.
6450,pants-fire,Pediatricians have cut down on the number and proximity of vaccines because they recognize there have been too many in too short a period of time.
6451,half-true,The health care reform plan being proposed in Congress would mean big tax increases.
6452,mostly-true,"Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s."
6453,barely-true,Says U.S. Rep. Patrick Murphy has sided with the GOP on key votes twice as often as he sided with Democrats.
6454,false,Homosexual behavior cuts your lifeby about 20 years.
6455,false,The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior.
6456,false,"If youre from Syria and youre a Christian, you cannot come into this country as a refugee."
6457,half-true,Student loans from the federal government issued between 2007 and 2012 are on target to produce $66 billion in profits for the United States government.
6458,true,One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.
6459,false,Millionaires working side by side with George Soros are bankrolling (John Kasichs) super PAC.
6460,pants-fire,Georgia could get money for schools by scraping the gold off the gold dome of the state Capitol.
6461,true,Ive even cut my own salary -- twice.
6462,pants-fire,The 2011 Legislature did not cut Texas public school funding.
6463,true,Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.
6464,mostly-true,"When this campaign began, I said that weve got to end the starvation minimum wage of $7.25, raise it to $15. Secretary Clinton said lets raise it to $12."
6465,mostly-true,The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush.
6466,true,We fixed a loophole in the (gun) background record check system so that we could make our commonwealth safer.
6467,false,"In the weekend after the terrorist attacks in Paris, the White House said this couldnt happen in the United States. ISIS couldnt reach us here."
6468,mostly-true,"By 2006, the American people were overwhelmingly against the Iraq War."
6469,false,"In 2001 and 02 . . . we had the pension system funded at (the)100% level in that year, and we did for two years at that point."
6470,mostly-true,"As mayor, [Allan Fung] raised taxes three times."
6471,mostly-true,"Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers."
6472,false,Mitt Romney ... gave you government health care that is now bankrupting the state of Massachusetts.
6473,pants-fire,"Says, regarding the presence of classified information in her email, FBI Director James Comey said my answers were truthful, and what Ive said is consistent with what I have told the American people."
6474,mostly-true,"In North Carolina, paid family leave is more popular than college basketball."
6475,half-true,44% of homeless people are employed.
6476,pants-fire,"Statistics show one male cat can father 420,000 kittens in five years."
6477,half-true,"Sen. Johnny Isakson voted for a trade agreement, with China costing Georgia 93,000 jobs."
6478,true,"Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors."
6479,barely-true,I left the city with $43 million in the bank.
6480,barely-true,"Marijuana is a Schedule I drug, which you understand means that you cant do any research about it."
6481,barely-true,Ive been reducing the number of Democratic Texas Senate committee chairs since I came in as lieutenant governor.
6482,false,The only time government employment has gone down during a recession has been under me.
6483,true,"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is (also) 10,000 words long."
6484,true,Says he cut taxes by more than $600 million when he wasgovernor.
6485,half-true,The health care reform law offset[s] 6 years of benefits with 10 years of tax increases.
6486,barely-true,"Dan Webster supports privatization of Social Security, deep cuts in Social Security."
6487,half-true,The Pentagon under the Obama administration has just acknowledged seizing and burning the privately owned Bibles of American soldiers serving in Afghanistan.
6488,true,Says Marco Rubio voted against the bipartisan Violence Against Women Act.
6489,false,Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road.
6490,false,"In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent."
6491,mostly-true,Says John Loughlin voted to let people accused of domestic violence keep their guns.
6492,mostly-true,The state of Florida has seen double-digit drops in alcohol use among teens.
6493,false,"Clinton ""refused repeated requests to meet with the Gold Star Mothers."""
6494,half-true,"Since Corey Stewart became chairman in November 2006, unemployment is up 150% and average home price sales are down $150,000."
6495,pants-fire,"Under Obamas plan (for welfare), you wouldnt have to work and wouldnt have to train for a job. They just send you your welfare check."
6496,false,On a balanced budget amendment.
6497,false,McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh.
6498,barely-true,"The economy, by every metric, is better than when I came into office."
6499,true,Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood.
6500,half-true,Said that his batting average with Congress is higher than every other president since Dwight D. Eisenhower except Lyndon Johnson.
6501,pants-fire,The goal of Common Core is to instill federally determined attitudes and mindsets in students including political and religious beliefs.
6502,false,There have been 30 published polls in this election cycle and Harry Reids been trailing in every single one.
6503,half-true,Says Tom Barrett plans to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.
6504,true,"Historically, Senate ratification of arms control treaties has been bipartisan."
6505,false,Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants.
6506,true,Our rainy day fund has gone from 89 cents to $240 million.
6507,false,The 2009-11 state budget that Democrats approved left Wisconsin taxpayers $3.6 billion in debt.
6508,true,Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.
6509,true,"Says in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union."
6510,true,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room."
6511,mostly-true,"Says enrolling a student in a subsidized lunch program triggers an at risk designation, resulting in an extra $6,000 to $7,000 of state school aid per student."
6512,true,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.
6513,true,(My dad) used to campaign against the gas-guzzling dinosaurs.
6514,half-true,Says President Obama waited two weeks to call the attack in Libya terror.
6515,false,Job creation has gotten worse each year that Scott Walker has been governor.
6516,true,"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits."
6517,barely-true,"Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function."
6518,mostly-true,Says Jeanne Shaheen has voted with the president 99 percent of the time.
6519,half-true,President Clinton reduced the scale of our military dramatically.
6520,true,We now have the greatest income inequality since the Great Depression.
6521,false,"Says Obama called Israel ""a constant sore"" that infects U.S. foreign policy."
6522,false,Says Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms.
6523,false,"Gov. Rick Scott tried to kick 180,000 people off the voter rolls."
6524,false,The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent.
6525,pants-fire,Bioweapon! Zika virus is being spread by GMO mosquitos (sic)
6526,false,On abortion.
6527,mostly-true,The 1908 Model T earned better gas mileage than a typical SUV sold in 2008.
6528,mostly-true,All the money the Department of Citrus has is paid for by the citrus growers. You dont save dollars by eliminating the Department of Citrus.
6529,half-true,"Today, when people retire in Galveston County, Texas, they retire making at least 50 percent more than they would ever get out of Social Security."
6530,mostly-true,"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but didnt know why it was cited."
6531,true,Says the 3C Corridor train would have taken an hour and 15 minutes longer to carry passengers across Ohio than it would have taken on a New York Central train in 1935.
6532,false,The government will go out and buy my breast pump for my babies.
6533,pants-fire,There is a very identifiable Somali community back home in Delaware.
6534,pants-fire,"Says Republican gubernatorial candidate Scott Walker increased his own pay by $50,000."
6535,false,"Palin said stimulus money for weatherization required ""universal energy building codes for Alaska, kind of a one-size-fits-all building code that isn't going to work up there in Alaska."""
6536,pants-fire,My opponent has no child care plan.
6537,half-true,Says Rick Perry wrote a newspaper item saying he was open to amnesty for illegal immigrants in the United States.
6538,barely-true,"Says the Clinton Foundation accepted millions and millions of dollars from governments like Algeria, Saudi Arabia, Oman and the United Arab Emirates, which violated a ban on all contributions to the Foundation from foreign nations."
6539,barely-true,Says Debbie Wasserman Schultz has these offshore accounts like Mitt Romney.
6540,true,"Says Republican U.S. Senate candidate Ted Cruz opposes the DREAM Act, which is supported by 85% of Latinos."
6541,barely-true,A bill to aid state and local governments is fully paid-for by closing costly corporate tax loopholes.
6542,barely-true,"Says the stimulus bill sent tax credits overseas, such as tens of millions of dollars to build traffic lights in China."
6543,barely-true,Says Democratic recall opponent Shelly Moore opposes any limit on taxes.
6544,true,I am a candidate. I have not withdrawn.
6545,true,The majority support (raising) the minimum wage.
6546,false,Says President Barack Obama has not proposed one thing that would change the fact that Warren Buffett pays a lower tax rate than his secretary.
6547,false,"300,000 Floridians have lost their health insurance as a result of Obamacare."
6548,true,Says Mitt Romney had millions in a Swiss bank account.
6549,mostly-true,Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service.
6550,true,The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.
6551,half-true,Marco Rubio opposes extending unemployment benefits.
6552,barely-true,"President Obama has worked to change Medicare for the worse by creating an unelected, unaccountable panel with the power to deny coverage of certain treatments."
6553,half-true,Liberal out-of-state special interests are spending millions on 5 and 6 to change the way Florida draws its congressional and legislative districts.
6554,mostly-true,"According to one study, the minimum wage today is worth $2 less than in 1968."
6555,false,The DREAM Act the would give amnesty to over two million illegal aliens.
6556,false,"For four years, we balanced the budget and paid off $405 billion in debt."
6557,pants-fire,"Donald Trumps education plan to dramatically slash funding for public education would fire 49,000 Texas teachers."
6558,half-true,Says U.S. Senate candidate Adam Hasner cited his efforts to weaken pro-life and school choice legislation as unequivocal proof that hes a moderate.
6559,true,Science is very certain that the measles vaccine doesnt cause autism.
6560,half-true,Says Republican U.S. Senate candidate Tommy Thompson supports massive tax cuts for corporations that outsource Wisconsin jobs.
6561,half-true,We have cut taxes more than 40 times in four years.
6562,true,A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.
6563,mostly-true,"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans."
6564,false,Kip Kinkel and Clackamas Town Center shootings both where citizen with gun stopped the crime
6565,false,Not a single unarmed white person has been shot by the police in New York in about 45 years.
6566,barely-true,"If I had not asked for my emails all to be made public, none of this would have been in the public arena."
6567,half-true,"In the wake of hurricanes Katrina and Rita, offshore drilling ""did not cause any real difficulties."""
6568,half-true,Says taxes were raised 115 times in the eight years before I became governor and those increases were part of a path that led to wealth and jobs and people leaving our state.
6569,true,The Georgia Secretary of States Office and the Georgia State Elections Board investigate and penalize hundreds of people guilty of election fraud.
6570,false,Oregon leads the nation in number of jobs per capita in manufacturing.
6571,barely-true,Californias Proposition 63 would CRIMINALIZE the sharing of ammunition between friends who may be hunting or shooting together.
6572,false,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem."""
6573,true,"Electric utility FirstEnergys annual revenues are greater than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations."
6574,half-true,"Under my predecessor, they cut funding for education, but they didnt give them anything in return to make up for that, leading to less money for school districts"
6575,mostly-true,"George Allen voted for 40,000 earmarks."
6576,false,The Libertarian Party is the third-largest political party in the U.S.
6577,mostly-true,Taxes on groceries and medicine will rise under a plan to improve roads and rail for metro Atlanta.
6578,barely-true,Says the unemployment rate for African-American youths is 59 percent.
6579,true,New Glarus Brewing Co.s Spotted Cow is available only in Wisconsin.
6580,mostly-true,Says he did the very best in a recent poll in Iowa matching up each of the major Republican presidential candidates against President Barack Obama.
6581,half-true,Says Democratic recall opponent Mahlon Mitchell sent a letter encouraging folks to boycott more than 100 companies.
6582,pants-fire,The U.S. military is at risk of losing its military superiority because our Navy is smaller than its been since 1917. Our Air Force is smaller and older than any time since 1947.
6583,false,"All legislative mail, from the content to the timing, is approved by the speakers office."
6584,false,"Were above 800 million Muslims radicalized, more than half the Muslims on Earth Thats not a minority. Thats now a majority."
6585,half-true,A Waushara County school closed because of state budget cuts supported by Republican Wisconsin state Sen. Luther Olsen.
6586,mostly-true,The Trans-Texas Corridor is dead.
